date,result,fighter,opponent,division,stance,dob,method,total_comp_time,round,time,reach,height,total_strikes_accuracy
2012-04-21,0,John Alessio,Mark Bocek,Lightweight,Orthodox,1979-07-05,U-DEC,900,3,5:00,72.0,70.0,58.57142857142858
2012-04-21,1,Mark Bocek,John Alessio,Lightweight,Orthodox,1981-10-24,U-DEC,900,3,5:00,75.0,68.0,76.47058823529412
2012-05-05,0,John Cholish,Danny Castillo,Lightweight,Orthodox,1983-12-17,U-DEC,900,3,5:00,74.0,71.0,36.04651162790697
2012-05-05,1,Danny Castillo,John Cholish,Lightweight,Orthodox,1979-08-25,U-DEC,900,3,5:00,71.0,69.0,42.17687074829932
2012-05-05,0,Tony Ferguson,Michael Johnson,Lightweight,Orthodox,1984-02-12,U-DEC,900,3,5:00,76.0,71.0,25.568181818181817
2012-05-05,1,Michael Johnson,Tony Ferguson,Lightweight,Southpaw,1986-06-04,U-DEC,900,3,5:00,73.0,70.0,36.6120218579235
2012-05-05,0,Jim Miller,Nate Diaz,Lightweight,Southpaw,1983-08-30,SUB,549,2,4:09,71.0,68.0,36.98630136986301
2012-05-05,1,Nate Diaz,Jim Miller,Lightweight,Southpaw,1985-04-16,SUB,549,2,4:09,76.0,72.0,62.98701298701299
2012-05-15,0,Kamal Shalorus,Rafael Dos Anjos,Lightweight,Orthodox,1972-08-27,SUB,100,1,1:40,68.0,68.0,16.666666666666664
2012-05-15,1,Rafael Dos Anjos,Kamal Shalorus,Lightweight,Southpaw,1984-10-26,SUB,100,1,1:40,70.0,68.0,64.70588235294117
2012-05-15,0,Carlo Prater,TJ Grant,Lightweight,Switch,1981-06-25,U-DEC,900,3,5:00,72.0,71.0,49.25373134328358
2012-05-15,1,TJ Grant,Carlo Prater,Lightweight,Orthodox,1984-02-26,U-DEC,900,3,5:00,72.0,70.0,71.16564417177914
2012-05-15,0,Marcus LeVesseur,Cody McKenzie,Lightweight,Southpaw,1982-07-17,SUB,185,1,3:05,70.0,69.0,53.333333333333336
2012-05-15,1,Cody McKenzie,Marcus LeVesseur,Lightweight,Switch,1987-12-16,SUB,185,1,3:05,72.0,72.0,62.5
2012-05-15,0,Jeremy Stephens,Donald Cerrone,Lightweight,Orthodox,1986-05-25,U-DEC,900,3,5:00,71.0,69.0,42.01680672268908
2012-05-15,1,Donald Cerrone,Jeremy Stephens,Lightweight,Orthodox,1983-03-29,U-DEC,900,3,5:00,73.0,73.0,45.3125
2012-05-26,0,Jacob Volkmann,Paul Sass,Lightweight,Southpaw,1980-09-05,SUB,114,1,1:54,71.0,69.0,50.0
2012-05-26,1,Paul Sass,Jacob Volkmann,Lightweight,Orthodox,1988-08-04,SUB,114,1,1:54,73.0,72.0,28.57142857142857
2012-05-26,0,Edson Barboza,Jamie Varner,Lightweight,Orthodox,1986-01-21,KO/TKO,203,1,3:23,75.0,71.0,64.70588235294117
2012-05-26,1,Jamie Varner,Edson Barboza,Lightweight,Orthodox,1984-10-12,KO/TKO,203,1,3:23,71.0,68.0,57.89473684210527
2012-06-01,0,Jeremy Larsen,Joe Proctor,Lightweight,Orthodox,1984-05-18,KO/TKO,119,1,1:59,70.0,70.0,44.82758620689656
2012-06-01,1,Joe Proctor,Jeremy Larsen,Lightweight,Orthodox,1985-08-10,KO/TKO,119,1,1:59,72.0,70.0,41.935483870967744
2012-06-01,0,Cristiano Marcello,Sam Sicilia,Lightweight,Orthodox,1977-12-03,KO/TKO,473,2,2:53,72.0,69.0,42.391304347826086
2012-06-01,1,Sam Sicilia,Cristiano Marcello,Lightweight,Orthodox,1986-02-01,KO/TKO,473,2,2:53,67.0,68.0,40.77669902912621
2012-06-01,1,Myles Jury,Chris Saunders,Lightweight,Orthodox,1988-10-31,SUB,243,1,4:03,73.0,70.0,24.489795918367346
2012-06-01,1,Daron Cruickshank,Chris Tickle,Lightweight,Switch,1985-06-11,U-DEC,900,3,5:00,72.0,68.0,70.23809523809523
2012-06-01,1,Justin Lawrence,John Cofer,Lightweight,Orthodox,1990-05-15,KO/TKO,619,3,0:19,67.0,68.0,36.19631901840491
2012-06-01,0,Al Iaquinta,Michael Chiesa,Lightweight,Orthodox,1987-04-30,SUB,167,1,2:47,70.0,70.0,50.0
2012-06-01,1,Michael Chiesa,Al Iaquinta,Lightweight,Southpaw,1987-12-07,SUB,167,1,2:47,75.0,73.0,60.0
2012-06-08,1,Henry Martinez,Bernardo Magalhaes,Lightweight,Southpaw,1983-08-07,S-DEC,900,3,5:00,69.0,67.0,12.32876712328767
2012-06-08,0,Justin Salas,Tim Means,Lightweight,Southpaw,1982-03-13,KO/TKO,66,1,1:06,70.0,68.0,62.5
2012-06-08,1,Tim Means,Justin Salas,Lightweight,Orthodox,1984-02-20,KO/TKO,66,1,1:06,75.0,74.0,65.21739130434783
2012-06-22,1,Ramsey Nijem,CJ Keith,Lightweight,Orthodox,1988-04-01,KO/TKO,149,1,2:29,75.0,71.0,55.88235294117647
2012-06-22,0,Spencer Fisher,Sam Stout,Lightweight,Southpaw,1976-05-09,U-DEC,900,3,5:00,68.0,67.0,48.369565217391305
2012-06-22,1,Sam Stout,Spencer Fisher,Lightweight,Orthodox,1984-04-23,U-DEC,900,3,5:00,70.0,69.0,41.02564102564102
2012-06-22,0,Clay Guida,Gray Maynard,Lightweight,Orthodox,1981-12-08,S-DEC,1500,5,5:00,70.0,67.0,14.984709480122325
2012-06-22,1,Gray Maynard,Clay Guida,Lightweight,Orthodox,1979-05-09,S-DEC,1500,5,5:00,70.0,69.0,22.707423580786028
2012-07-07,1,Rafaello Oliveira,Yoislandy Izquierdo,Lightweight,Orthodox,1982-01-26,U-DEC,900,3,5:00,71.0,68.0,89.44723618090453
2012-07-07,0,John Alessio,Shane Roller,Lightweight,Orthodox,1979-07-05,U-DEC,900,3,5:00,72.0,70.0,47.01492537313433
2012-07-07,1,Shane Roller,John Alessio,Lightweight,Orthodox,1979-07-14,U-DEC,900,3,5:00,72.0,70.0,64.0625
2012-07-07,0,Gleison Tibau,Khabib Nurmagomedov,Lightweight,Southpaw,1983-10-07,U-DEC,900,3,5:00,71.0,70.0,41.81818181818181
2012-07-07,1,Khabib Nurmagomedov,Gleison Tibau,Lightweight,Orthodox,1988-09-20,U-DEC,900,3,5:00,70.0,70.0,29.464285714285715
2012-07-07,0,Fabricio Camoes,Melvin Guillard,Lightweight,Orthodox,1978-12-23,U-DEC,900,3,5:00,71.0,70.0,35.869565217391305
2012-07-07,1,Melvin Guillard,Fabricio Camoes,Lightweight,Orthodox,1983-03-30,U-DEC,900,3,5:00,71.0,69.0,45.6
2012-07-11,0,Anthony Njokuani,Rafael Dos Anjos,Lightweight,Orthodox,1980-03-01,U-DEC,900,3,5:00,75.0,73.0,40.21739130434783
2012-07-11,1,Rafael Dos Anjos,Anthony Njokuani,Lightweight,Southpaw,1984-10-26,U-DEC,900,3,5:00,70.0,68.0,62.96296296296296
2012-07-21,0,Mitch Clarke,Anton Kuivanen,Lightweight,Orthodox,1985-11-24,S-DEC,900,3,5:00,73.0,70.0,55.76923076923077
2012-07-21,1,Anton Kuivanen,Mitch Clarke,Lightweight,Orthodox,1984-05-01,S-DEC,900,3,5:00,72.0,68.0,70.96774193548387
2012-08-04,0,Jamie Varner,Joe Lauzon,Lightweight,Orthodox,1984-10-12,SUB,764,3,2:44,71.0,68.0,46.408839779005525
2012-08-04,1,Joe Lauzon,Jamie Varner,Lightweight,Orthodox,1984-05-22,SUB,764,3,2:44,71.0,70.0,42.30769230769231
2012-08-11,0,Melvin Guillard,Donald Cerrone,Lightweight,Orthodox,1983-03-30,KO/TKO,76,1,1:16,71.0,69.0,35.714285714285715
2012-08-11,1,Donald Cerrone,Melvin Guillard,Lightweight,Orthodox,1983-03-29,KO/TKO,76,1,1:16,73.0,73.0,44.44444444444444
2012-08-11,0,Frankie Edgar,Benson Henderson,Lightweight,Orthodox,1981-10-16,S-DEC,1500,5,5:00,68.0,66.0,37.634408602150536
2012-08-11,1,Benson Henderson,Frankie Edgar,Lightweight,Southpaw,1983-11-16,S-DEC,1500,5,5:00,70.0,69.0,39.41176470588236
2012-09-22,0,Evan Dunham,TJ Grant,Lightweight,Southpaw,1981-12-18,U-DEC,900,3,5:00,70.0,70.0,44.63414634146341
2012-09-22,1,TJ Grant,Evan Dunham,Lightweight,Orthodox,1984-02-26,U-DEC,900,3,5:00,72.0,70.0,55.33980582524271
2012-09-29,0,Paul Sass,Matt Wiman,Lightweight,Orthodox,1988-08-04,SUB,228,1,3:48,73.0,72.0,73.68421052631578
2012-09-29,1,Matt Wiman,Paul Sass,Lightweight,Orthodox,1983-09-19,SUB,228,1,3:48,68.0,70.0,87.5
2012-10-05,0,Shane Roller,Jacob Volkmann,Lightweight,Orthodox,1979-07-14,SUB,158,1,2:38,72.0,70.0,0.0
2012-10-05,1,Jacob Volkmann,Shane Roller,Lightweight,Southpaw,1980-09-05,SUB,158,1,2:38,71.0,69.0,43.75
2012-10-05,0,Carlo Prater,Marcus LeVesseur,Lightweight,Switch,1981-06-25,S-DEC,900,3,5:00,72.0,71.0,59.34065934065934
2012-10-05,1,Marcus LeVesseur,Carlo Prater,Lightweight,Southpaw,1982-07-17,S-DEC,900,3,5:00,70.0,69.0,77.85714285714286
2012-10-05,0,Danny Castillo,Michael Johnson,Lightweight,Orthodox,1979-08-25,KO/TKO,366,2,1:06,71.0,69.0,61.70212765957447
2012-10-05,1,Michael Johnson,Danny Castillo,Lightweight,Southpaw,1986-06-04,KO/TKO,366,2,1:06,73.0,70.0,47.368421052631575
2012-10-13,0,Reza Madadi,Cristiano Marcello,Lightweight,Orthodox,1978-06-20,S-DEC,900,3,5:00,73.0,71.0,53.987730061349694
2012-10-13,1,Cristiano Marcello,Reza Madadi,Lightweight,Orthodox,1977-12-03,S-DEC,900,3,5:00,72.0,69.0,30.677290836653388
2012-10-13,0,Francisco Trinaldo,Gleison Tibau,Lightweight,Southpaw,1978-08-24,U-DEC,900,3,5:00,70.0,69.0,54.26356589147287
2012-10-13,1,Gleison Tibau,Francisco Trinaldo,Lightweight,Southpaw,1983-10-07,U-DEC,900,3,5:00,71.0,70.0,71.64179104477611
2012-11-10,0,Zhang Tiequan,Jon Tuck,Lightweight,Orthodox,1978-07-25,U-DEC,900,3,5:00,69.0,68.0,45.09803921568628
2012-11-10,1,Jon Tuck,Zhang Tiequan,Lightweight,Orthodox,1984-08-28,U-DEC,900,3,5:00,73.0,71.0,62.75862068965517
2012-11-10,0,Mac Danzig,Takanori Gomi,Lightweight,Orthodox,1980-01-02,S-DEC,900,3,5:00,70.0,68.0,61.29032258064516
2012-11-10,1,Takanori Gomi,Mac Danzig,Lightweight,Southpaw,1978-09-22,S-DEC,900,3,5:00,70.0,67.0,50.28571428571429
2012-11-17,0,Sam Stout,John Makdessi,Lightweight,Orthodox,1984-04-23,U-DEC,900,3,5:00,70.0,69.0,17.073170731707318
2012-11-17,1,John Makdessi,Sam Stout,Lightweight,Orthodox,1985-05-03,U-DEC,900,3,5:00,68.0,68.0,53.5031847133758
2012-11-17,0,Mark Bocek,Rafael Dos Anjos,Lightweight,Orthodox,1981-10-24,U-DEC,900,3,5:00,75.0,68.0,45.20547945205479
2012-11-17,1,Rafael Dos Anjos,Mark Bocek,Lightweight,Southpaw,1984-10-26,U-DEC,900,3,5:00,70.0,68.0,52.32558139534884
2012-12-08,0,Marcus LeVesseur,Abel Trujillo,Lightweight,Southpaw,1982-07-17,KO/TKO,536,2,3:56,70.0,69.0,57.89473684210527
2012-12-08,1,Abel Trujillo,Marcus LeVesseur,Lightweight,Orthodox,1983-09-18,KO/TKO,536,2,3:56,70.0,68.0,80.34188034188034
2012-12-08,0,Henry Martinez,Daron Cruickshank,Lightweight,Southpaw,1983-08-07,KO/TKO,477,2,2:57,69.0,67.0,23.577235772357724
2012-12-08,1,Daron Cruickshank,Henry Martinez,Lightweight,Switch,1985-06-11,KO/TKO,477,2,2:57,72.0,68.0,57.89473684210527
2012-12-08,0,Joe Proctor,Ramsey Nijem,Lightweight,Orthodox,1985-08-10,U-DEC,900,3,5:00,72.0,70.0,42.85714285714285
2012-12-08,1,Ramsey Nijem,Joe Proctor,Lightweight,Orthodox,1988-04-01,U-DEC,900,3,5:00,75.0,71.0,57.35294117647059
2012-12-08,0,Jeremy Stephens,Yves Edwards,Lightweight,Orthodox,1986-05-25,KO/TKO,115,1,1:55,71.0,69.0,27.27272727272727
2012-12-08,1,Yves Edwards,Jeremy Stephens,Lightweight,Southpaw,1976-09-30,KO/TKO,115,1,1:55,73.0,69.0,46.15384615384615
2012-12-08,0,Nate Diaz,Benson Henderson,Lightweight,Southpaw,1985-04-16,U-DEC,1500,5,5:00,76.0,72.0,59.375
2012-12-08,1,Benson Henderson,Nate Diaz,Lightweight,Southpaw,1983-11-16,U-DEC,1500,5,5:00,70.0,69.0,70.65637065637065
2012-12-14,0,Brendan Loughnane,Mike Wilkinson,Lightweight,Switch,1989-12-05,U-DEC,900,3,5:00,70.0,70.0,67.6056338028169
2012-12-14,1,Mike Wilkinson,Brendan Loughnane,Lightweight,Orthodox,1987-09-15,U-DEC,900,3,5:00,66.0,67.0,49.583333333333336
2012-12-14,1,Norman Parke,Colin Fletcher,Lightweight,Southpaw,1986-12-22,U-DEC,900,3,5:00,70.0,71.0,45.71428571428572
2012-12-14,0,George Sotiropoulos,Ross Pearson,Lightweight,Orthodox,1977-07-09,KO/TKO,641,3,0:41,71.0,70.0,30.701754385964914
2012-12-14,1,Ross Pearson,George Sotiropoulos,Lightweight,Orthodox,1984-09-26,KO/TKO,641,3,0:41,69.0,68.0,51.45631067961165
2012-12-15,1,Mike Rio,John Cofer,Lightweight,Orthodox,1981-07-06,SUB,851,3,4:11,70.0,70.0,60.36036036036037
2012-12-15,0,Vinc Pichel,Rustam Khabilov,Lightweight,Orthodox,1982-11-23,KO/TKO,135,1,2:15,72.0,70.0,20.0
2012-12-15,1,Rustam Khabilov,Vinc Pichel,Lightweight,Orthodox,1986-11-04,KO/TKO,135,1,2:15,73.0,68.0,76.0
2012-12-29,0,Michael Johnson,Myles Jury,Lightweight,Southpaw,1986-06-04,U-DEC,900,3,5:00,73.0,70.0,22.22222222222222
2012-12-29,1,Myles Jury,Michael Johnson,Lightweight,Orthodox,1988-10-31,U-DEC,900,3,5:00,73.0,70.0,59.80861244019139
2012-12-29,0,Melvin Guillard,Jamie Varner,Lightweight,Orthodox,1983-03-30,S-DEC,900,3,5:00,71.0,69.0,52.991452991453
2012-12-29,1,Jamie Varner,Melvin Guillard,Lightweight,Orthodox,1984-10-12,S-DEC,900,3,5:00,71.0,68.0,44.5945945945946
2012-12-29,0,Joe Lauzon,Jim Miller,Lightweight,Orthodox,1984-05-22,U-DEC,900,3,5:00,71.0,70.0,31.25
2012-12-29,1,Jim Miller,Joe Lauzon,Lightweight,Southpaw,1983-08-30,U-DEC,900,3,5:00,71.0,68.0,45.71428571428572
2013-01-19,1,Francisco Trinaldo,CJ Keith,Lightweight,Southpaw,1978-08-24,SUB,410,2,1:50,70.0,69.0,79.41176470588235
2013-01-19,0,Lucas Martins,Edson Barboza,Lightweight,Southpaw,1988-11-11,KO/TKO,158,1,2:38,72.0,72.0,38.70967741935484
2013-01-19,1,Edson Barboza,Lucas Martins,Lightweight,Orthodox,1986-01-21,KO/TKO,158,1,2:38,75.0,71.0,59.18367346938776
2013-01-19,0,Thiago Tavares,Khabib Nurmagomedov,Lightweight,Orthodox,1984-11-08,KO/TKO,115,1,1:55,70.0,67.0,20.0
2013-01-19,1,Khabib Nurmagomedov,Thiago Tavares,Lightweight,Orthodox,1988-09-20,KO/TKO,115,1,1:55,70.0,70.0,70.96774193548387
2013-01-26,0,Matt Wiman,TJ Grant,Lightweight,Orthodox,1983-09-19,KO/TKO,291,1,4:51,68.0,70.0,31.03448275862069
2013-01-26,1,TJ Grant,Matt Wiman,Lightweight,Orthodox,1984-02-26,KO/TKO,291,1,4:51,72.0,70.0,58.333333333333336
2013-01-26,0,Donald Cerrone,Anthony Pettis,Lightweight,Orthodox,1983-03-29,KO/TKO,155,1,2:35,73.0,73.0,33.33333333333333
2013-01-26,1,Anthony Pettis,Donald Cerrone,Lightweight,Orthodox,1987-01-27,KO/TKO,155,1,2:35,72.0,70.0,64.28571428571429
2013-02-02,0,Yves Edwards,Isaac Vallie-Flagg,Lightweight,Southpaw,1976-09-30,S-DEC,900,3,5:00,73.0,69.0,51.2
2013-02-02,1,Isaac Vallie-Flagg,Yves Edwards,Lightweight,Orthodox,1978-04-08,S-DEC,900,3,5:00,70.0,68.0,45.42253521126761
2013-02-02,0,Jacob Volkmann,Bobby Green,Lightweight,Southpaw,1980-09-05,SUB,865,3,4:25,71.0,69.0,18.33333333333333
2013-02-02,1,Bobby Green,Jacob Volkmann,Lightweight,Orthodox,1986-09-09,SUB,865,3,4:25,71.0,70.0,65.09433962264151
2013-02-02,0,Gleison Tibau,Evan Dunham,Lightweight,Southpaw,1983-10-07,S-DEC,900,3,5:00,71.0,70.0,21.89349112426036
2013-02-02,1,Evan Dunham,Gleison Tibau,Lightweight,Southpaw,1981-12-18,S-DEC,900,3,5:00,70.0,70.0,40.0
2013-02-16,0,Paul Sass,Danny Castillo,Lightweight,Orthodox,1988-08-04,U-DEC,900,3,5:00,73.0,72.0,48.93617021276596
2013-02-16,1,Danny Castillo,Paul Sass,Lightweight,Orthodox,1979-08-25,U-DEC,900,3,5:00,71.0,69.0,64.42307692307693
2013-02-16,0,Terry Etim,Renee Forte,Lightweight,Orthodox,1986-01-11,U-DEC,900,3,5:00,73.0,73.0,22.22222222222222
2013-02-16,1,Renee Forte,Terry Etim,Lightweight,Orthodox,1987-03-27,U-DEC,900,3,5:00,71.0,67.0,50.64935064935064
2013-02-23,0,Caros Fodor,Sam Stout,Lightweight,Orthodox,1984-01-07,S-DEC,900,3,5:00,74.0,69.0,62.99212598425197
2013-02-23,1,Sam Stout,Caros Fodor,Lightweight,Orthodox,1984-04-23,S-DEC,900,3,5:00,70.0,69.0,52.4390243902439
2013-02-23,0,Anton Kuivanen,Michael Chiesa,Lightweight,Orthodox,1984-05-01,SUB,449,2,2:29,72.0,68.0,32.72727272727273
2013-02-23,1,Michael Chiesa,Anton Kuivanen,Lightweight,Southpaw,1987-12-07,SUB,449,2,2:29,75.0,73.0,16.666666666666664
2013-03-02,0,Cristiano Marcello,Kazuki Tokudome,Lightweight,Orthodox,1977-12-03,U-DEC,900,3,5:00,72.0,69.0,57.26495726495726
2013-03-02,1,Kazuki Tokudome,Cristiano Marcello,Lightweight,Southpaw,1987-03-04,U-DEC,900,3,5:00,73.0,71.0,50.56179775280899
2013-03-02,0,Takanori Gomi,Diego Sanchez,Lightweight,Southpaw,1978-09-22,S-DEC,900,3,5:00,70.0,67.0,45.0
2013-03-02,1,Diego Sanchez,Takanori Gomi,Lightweight,Southpaw,1981-12-31,S-DEC,900,3,5:00,72.0,70.0,45.63758389261745
2013-03-16,0,Daron Cruickshank,John Makdessi,Lightweight,Switch,1985-06-11,U-DEC,900,3,5:00,72.0,68.0,25.75757575757576
2013-03-16,1,John Makdessi,Daron Cruickshank,Lightweight,Orthodox,1985-05-03,U-DEC,900,3,5:00,68.0,68.0,44.67005076142132
2013-03-16,1,Mike Ricci,Colin Fletcher,Lightweight,Southpaw,1986-03-18,U-DEC,900,3,5:00,76.0,72.0,37.93103448275862
2013-04-06,0,Michael Johnson,Reza Madadi,Lightweight,Southpaw,1986-06-04,SUB,693,3,1:33,73.0,70.0,31.818181818181817
2013-04-06,1,Reza Madadi,Michael Johnson,Lightweight,Orthodox,1978-06-20,SUB,693,3,1:33,73.0,71.0,80.61224489795919
2013-04-06,0,Ryan Couture,Ross Pearson,Lightweight,Orthodox,1982-08-27,KO/TKO,525,2,3:45,73.0,70.0,42.16867469879519
2013-04-06,1,Ross Pearson,Ryan Couture,Lightweight,Orthodox,1984-09-26,KO/TKO,525,2,3:45,69.0,68.0,77.41935483870968
2013-04-20,0,Roger Bowling,Anthony Njokuani,Lightweight,Orthodox,1982-12-05,KO/TKO,472,2,2:52,68.0,69.0,39.02439024390244
2013-04-20,1,Anthony Njokuani,Roger Bowling,Lightweight,Orthodox,1980-03-01,KO/TKO,472,2,2:52,75.0,73.0,58.333333333333336
2013-04-20,0,Tim Means,Jorge Masvidal,Lightweight,Orthodox,1984-02-20,U-DEC,900,3,5:00,75.0,74.0,42.2360248447205
2013-04-20,1,Jorge Masvidal,Tim Means,Lightweight,Orthodox,1984-11-12,U-DEC,900,3,5:00,74.0,71.0,45.22292993630573
2013-04-20,0,Ramsey Nijem,Myles Jury,Lightweight,Orthodox,1988-04-01,KO/TKO,362,2,1:02,75.0,71.0,31.25
2013-04-20,1,Myles Jury,Ramsey Nijem,Lightweight,Orthodox,1988-10-31,KO/TKO,362,2,1:02,73.0,70.0,37.83783783783784
2013-04-20,0,Nate Diaz,Josh Thomson,Lightweight,Southpaw,1985-04-16,KO/TKO,524,2,3:44,76.0,72.0,42.5531914893617
2013-04-20,1,Josh Thomson,Nate Diaz,Lightweight,Orthodox,1978-09-21,KO/TKO,524,2,3:44,71.0,70.0,55.69620253164557
2013-04-20,0,Gilbert Melendez,Benson Henderson,Lightweight,Orthodox,1982-04-12,S-DEC,1500,5,5:00,73.0,69.0,27.450980392156865
2013-04-20,1,Benson Henderson,Gilbert Melendez,Lightweight,Southpaw,1983-11-16,S-DEC,1500,5,5:00,70.0,69.0,48.167539267015705
2013-04-27,0,Yancy Medeiros,Rustam Khabilov,Lightweight,Orthodox,1987-09-07,KO/TKO,152,1,2:32,75.0,70.0,22.22222222222222
2013-04-27,1,Rustam Khabilov,Yancy Medeiros,Lightweight,Orthodox,1986-11-04,KO/TKO,152,1,2:32,73.0,68.0,22.22222222222222
2013-04-27,0,Pat Healy,Jim Miller,Lightweight,Orthodox,1983-07-20,DRAW,842,3,4:02,72.0,72.0,73.36956521739131
2013-04-27,0,Jim Miller,Pat Healy,Lightweight,Southpaw,1983-08-30,DRAW,842,3,4:02,71.0,68.0,57.74647887323944
2013-05-18,0,Jeremy Larsen,Lucas Martins,Lightweight,Orthodox,1984-05-18,KO/TKO,613,3,0:13,70.0,70.0,50.86206896551724
2013-05-18,1,Lucas Martins,Jeremy Larsen,Lightweight,Southpaw,1988-11-11,KO/TKO,613,3,0:13,72.0,72.0,37.93103448275862
2013-05-18,0,John Cholish,Gleison Tibau,Lightweight,Orthodox,1983-12-17,SUB,454,2,2:34,74.0,71.0,34.61538461538461
2013-05-18,1,Gleison Tibau,John Cholish,Lightweight,Southpaw,1983-10-07,SUB,454,2,2:34,71.0,70.0,33.33333333333333
2013-05-18,0,Mike Rio,Francisco Trinaldo,Lightweight,Orthodox,1981-07-06,SUB,188,1,3:08,70.0,70.0,57.14285714285714
2013-05-18,1,Francisco Trinaldo,Mike Rio,Lightweight,Southpaw,1978-08-24,SUB,188,1,3:08,70.0,69.0,66.66666666666666
2013-05-18,0,Evan Dunham,Rafael Dos Anjos,Lightweight,Southpaw,1981-12-18,U-DEC,900,3,5:00,70.0,70.0,30.508474576271187
2013-05-18,1,Rafael Dos Anjos,Evan Dunham,Lightweight,Southpaw,1984-10-26,U-DEC,900,3,5:00,70.0,68.0,42.15686274509804
2013-05-25,0,Abel Trujillo,Khabib Nurmagomedov,Lightweight,Orthodox,1983-09-18,U-DEC,900,3,5:00,70.0,68.0,46.15384615384615
2013-05-25,1,Khabib Nurmagomedov,Abel Trujillo,Lightweight,Orthodox,1988-09-20,U-DEC,900,3,5:00,70.0,70.0,67.64705882352942
2013-05-25,0,KJ Noons,Donald Cerrone,Lightweight,Orthodox,1982-12-07,U-DEC,900,3,5:00,70.0,70.0,41.17647058823529
2013-05-25,1,Donald Cerrone,KJ Noons,Lightweight,Orthodox,1983-03-29,U-DEC,900,3,5:00,73.0,73.0,61.03286384976526
2013-05-25,0,Gray Maynard,TJ Grant,Lightweight,Orthodox,1979-05-09,KO/TKO,127,1,2:07,70.0,69.0,46.42857142857143
2013-05-25,1,TJ Grant,Gray Maynard,Lightweight,Orthodox,1984-02-26,KO/TKO,127,1,2:07,72.0,70.0,52.72727272727272
2013-06-15,0,John Maguire,Mitch Clarke,Lightweight,Southpaw,1983-05-19,U-DEC,900,3,5:00,69.0,69.0,69.47368421052632
2013-06-15,1,Mitch Clarke,John Maguire,Lightweight,Orthodox,1985-11-24,U-DEC,900,3,5:00,73.0,70.0,62.76595744680851
2013-06-15,0,Sam Stout,James Krause,Lightweight,Orthodox,1984-04-23,SUB,887,3,4:47,70.0,69.0,34.61538461538461
2013-06-15,1,James Krause,Sam Stout,Lightweight,Orthodox,1986-06-04,SUB,887,3,4:47,73.0,74.0,53.92156862745098
2013-07-06,0,Rafaello Oliveira,Edson Barboza,Lightweight,Orthodox,1982-01-26,KO/TKO,404,2,1:44,71.0,68.0,45.23809523809524
2013-07-06,1,Edson Barboza,Rafaello Oliveira,Lightweight,Orthodox,1986-01-21,KO/TKO,404,2,1:44,75.0,71.0,55.0561797752809
2013-07-06,0,Kazuki Tokudome,Norman Parke,Lightweight,Southpaw,1987-03-04,U-DEC,900,3,5:00,73.0,71.0,39.59731543624161
2013-07-06,1,Norman Parke,Kazuki Tokudome,Lightweight,Southpaw,1986-12-22,U-DEC,900,3,5:00,70.0,71.0,56.20437956204379
2013-07-27,0,Aaron Riley,Justin Salas,Lightweight,Southpaw,1980-12-09,S-DEC,900,3,5:00,69.0,68.0,15.11627906976744
2013-07-27,1,Justin Salas,Aaron Riley,Lightweight,Southpaw,1982-03-13,S-DEC,900,3,5:00,70.0,68.0,40.27777777777778
2013-07-27,0,Yves Edwards,Daron Cruickshank,Lightweight,Southpaw,1976-09-30,S-DEC,900,3,5:00,73.0,69.0,37.5
2013-07-27,1,Daron Cruickshank,Yves Edwards,Lightweight,Switch,1985-06-11,S-DEC,900,3,5:00,72.0,68.0,30.985915492957744
2013-07-27,0,Mac Danzig,Melvin Guillard,Lightweight,Orthodox,1980-01-02,KO/TKO,467,2,2:47,70.0,68.0,42.10526315789473
2013-07-27,1,Melvin Guillard,Mac Danzig,Lightweight,Orthodox,1983-03-30,KO/TKO,467,2,2:47,71.0,69.0,46.73913043478261
2013-07-27,0,Tim Means,Danny Castillo,Lightweight,Orthodox,1984-02-20,U-DEC,900,3,5:00,75.0,74.0,68.47826086956522
2013-07-27,1,Danny Castillo,Tim Means,Lightweight,Orthodox,1979-08-25,U-DEC,900,3,5:00,71.0,69.0,51.30434782608696
2013-07-27,0,Michael Chiesa,Jorge Masvidal,Lightweight,Southpaw,1987-12-07,SUB,599,2,4:59,75.0,73.0,53.03030303030303
2013-07-27,1,Jorge Masvidal,Michael Chiesa,Lightweight,Orthodox,1984-11-12,SUB,599,2,4:59,74.0,71.0,76.74418604651163
2013-08-17,0,Ramsey Nijem,James Vick,Lightweight,Orthodox,1988-04-01,SUB,58,1,0:58,75.0,71.0,0.0
2013-08-17,1,James Vick,Ramsey Nijem,Lightweight,Orthodox,1987-02-23,SUB,58,1,0:58,76.0,75.0,0.0
2013-08-17,0,Joe Lauzon,Michael Johnson,Lightweight,Orthodox,1984-05-22,U-DEC,900,3,5:00,71.0,70.0,25.0
2013-08-17,1,Michael Johnson,Joe Lauzon,Lightweight,Southpaw,1986-06-04,U-DEC,900,3,5:00,73.0,70.0,45.94594594594595
2013-08-28,0,Abel Trujillo,Roger Bowling,Lightweight,Orthodox,1983-09-18,DRAW,597,2,4:57,70.0,68.0,43.84615384615385
2013-08-28,0,Roger Bowling,Abel Trujillo,Lightweight,Orthodox,1982-12-05,DRAW,597,2,4:57,68.0,69.0,43.51851851851852
2013-08-28,0,Donald Cerrone,Rafael Dos Anjos,Lightweight,Orthodox,1983-03-29,U-DEC,900,3,5:00,73.0,73.0,51.80722891566265
